10-12-2024 23:45:13GET/{"host":"localhost:3000","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32"}
11-12-2024 01:03:47GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI","if-none-match":"W/\"3ed-IIVc+APyPweMBR3gGnUqd8QzcAA\""}
11-12-2024 01:03:47GET/auth/signup{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI","if-none-match":"W/\"3bf-+8xaKXKjyfA9ZhpY3m/MQuL+S7M\""}
11-12-2024 01:03:48GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI","if-none-match":"W/\"3ed-IIVc+APyPweMBR3gGnUqd8QzcAA\""}
11-12-2024 01:03:49GET/auth/signup{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI","if-none-match":"W/\"3bf-+8xaKXKjyfA9ZhpY3m/MQuL+S7M\""}
11-12-2024 01:03:49GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI","if-none-match":"W/\"3ed-IIVc+APyPweMBR3gGnUqd8QzcAA\""}
11-12-2024 01:03:51GET/auth/signup{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI","if-none-match":"W/\"3bf-+8xaKXKjyfA9ZhpY3m/MQuL+S7M\""}
11-12-2024 01:03:52GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI","if-none-match":"W/\"3ed-IIVc+APyPweMBR3gGnUqd8QzcAA\""}
11-12-2024 01:04:45GET/auth/signup{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI","if-none-match":"W/\"3bf-+8xaKXKjyfA9ZhpY3m/MQuL+S7M\""}
11-12-2024 01:04:51POST/auth/signup{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI"}
11-12-2024 01:04:51GET/auth/login{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/signup","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI","if-none-match":"W/\"3ed-IIVc+APyPweMBR3gGnUqd8QzcAA\""}
11-12-2024 01:04:55POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3ABxzXuidKzp6W3aKC5m6o1lUZwAry5Xt9.s4jivIOgYWWjFgILrDxyr6uA44qQw6TNMdrKZkc%2F9SI"}
11-12-2024 01:04:55GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AlLuAmqGRCZ9sW0o6bn9HbFHKoEHU_LZt.7aoFoCnHBCJCgXvtVBmsSJVElIIVLrdBlo0elaAvw1A"}
11-12-2024 01:10:52GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AlLuAmqGRCZ9sW0o6bn9HbFHKoEHU_LZt.7aoFoCnHBCJCgXvtVBmsSJVElIIVLrdBlo0elaAvw1A"}
11-12-2024 01:10:52GET/auth/cart.ejs{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua-platform":"\"Windows\"","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","accept":"text/css,*/*;q=0.1","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"no-cors","sec-fetch-dest":"style","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AlLuAmqGRCZ9sW0o6bn9HbFHKoEHU_LZt.7aoFoCnHBCJCgXvtVBmsSJVElIIVLrdBlo0elaAvw1A"}
11-12-2024 01:11:00POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AlLuAmqGRCZ9sW0o6bn9HbFHKoEHU_LZt.7aoFoCnHBCJCgXvtVBmsSJVElIIVLrdBlo0elaAvw1A"}
11-12-2024 01:11:00GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A9v-tWyDNzitm2gpTOfWOodc5jmFUn97G.jOSphmC%2F%2FpUXqcbzq%2FbLwrWfhaMYAo5mI%2F1ga6%2BbK3s"}
11-12-2024 01:13:39GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A9v-tWyDNzitm2gpTOfWOodc5jmFUn97G.jOSphmC%2F%2FpUXqcbzq%2FbLwrWfhaMYAo5mI%2F1ga6%2BbK3s"}
11-12-2024 01:13:44POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AeIG-46rYvKiJHnWw_WqK43x-mllAw0Mg.PRycqHGr1qBY5mfVNdMsU6NnBxNXrDGFLAE3RnmcDeA"}
11-12-2024 01:13:44GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AAAV_hkbJUaehq50XAg9DWuOuAfba280U.ntNNgdPBj8ItU%2Fr9PZ%2FtMaBQZzvQ9TszunbkWC7fNKQ"}
11-12-2024 01:15:13GET/auth/login{"host":"localhost:3001","connection":"keep-alive","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"none","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AAAV_hkbJUaehq50XAg9DWuOuAfba280U.ntNNgdPBj8ItU%2Fr9PZ%2FtMaBQZzvQ9TszunbkWC7fNKQ"}
11-12-2024 01:15:17POST/auth/login{"host":"localhost:3001","connection":"keep-alive","content-length":"27","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","origin":"http://localhost:3001","content-type":"application/x-www-form-urlencoded","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3A_FUg0LQmwjq8EK94jZsYGbuE2gol5pcz.DiPH4eSJd56hfs7mb491XxycZZXmp68e%2BGwIz4y%2B%2FEY"}
11-12-2024 01:15:17GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AjviA7mMTw8N8nLV9Q0280YNs85XfQKIC.enGNJcPNVbOq6QMERbEuDApHjUgs9HKq%2F6sbUmq4644"}
11-12-2024 01:15:46GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AjviA7mMTw8N8nLV9Q0280YNs85XfQKIC.enGNJcPNVbOq6QMERbEuDApHjUgs9HKq%2F6sbUmq4644"}
11-12-2024 01:15:47GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AInMXO2Q8dOMbpxfL_CsgLG3_gu0MvPKO.P%2FudRfbyuygMAsAAGwpS6IuABujXaejimL30QX78ysE"}
11-12-2024 01:15:47GET/printers{"host":"localhost:3001","connection":"keep-alive","cache-control":"max-age=0","sec-ch-ua":"\"Brave\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\"","sec-ch-ua-mobile":"?0","sec-ch-ua-platform":"\"Windows\"","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8","sec-gpc":"1","accept-language":"es-ES,es","sec-fetch-site":"same-origin","sec-fetch-mode":"navigate","sec-fetch-user":"?1","sec-fetch-dest":"document","referer":"http://localhost:3001/auth/login","accept-encoding":"gzip, deflate, br, zstd","cookie":"iconSize=32x32; connect.sid=s%3AInMXO2Q8dOMbpxfL_CsgLG3_gu0MvPKO.P%2FudRfbyuygMAsAAGwpS6IuABujXaejimL30QX78ysE"}
